,fecha,area_nieve,dia_sen,temperatura,precipitacion,precipitacion_bool,dias_sin_precip
0,2000-02-24,7.973702146464738,0.8100248628547752,-4.644399276,8.254601246,1,0
1,2000-02-25,7.973702146464738,0.8199717629247771,-11.09863445,2.870645591,1,0
2,2000-02-26,97.79989775561852,0.8296770135526189,-12.17954088,0.603694078,1,0
3,2000-02-27,399.01056455370485,0.8391377545563938,-6.254390289,0.001458426,0,1
4,2000-02-28,399.01056455370485,0.848351197812304,-2.985945642,1.852767027,1,0
5,2000-02-29,452.5482789656824,0.8573146280763322,-6.201241204,1.788901456,1,0
6,2000-03-01,452.5482789656824,0.8660254037844386,-5.946158968,0.466586441,1,0
7,2000-03-02,452.5482789656824,0.8744809578310397,-5.065469008,4.117978508,1,0
8,2000-03-03,541.8862887291342,0.8826787983255473,-6.741761102,0.019161564,0,1
9,2000-03-04,487.2094740105189,0.8906165093267404,-3.997341703,0.054767241,0,2
10,2000-03-05,487.2094740105189,0.8982917515547529,-3.760084512,5.288051031,1,0
11,2000-03-06,487.2094740105189,0.9057022630804714,-6.267288678,2.229334629,1,0
12,2000-03-07,487.2094740105189,0.9128458599921356,-3.305534607,14.52338941,1,0
13,2000-03-08,487.2094740105189,0.9197204370389466,-7.90505332,1.87241306,1,0
14,2000-03-09,516.3378961374003,0.9263239682514948,-7.134651357,3.594746743,1,0
15,2000-03-10,516.3378961374003,0.9326545075388224,-9.722311912,1.69234239,1,0
16,2000-03-11,524.7997841295669,0.9387101892619444,-9.757336249,0.004132069,0,1
17,2000-03-12,523.6606838229291,0.9444892287836611,-5.688160421,1.45728693,1,0
18,2000-03-13,522.6843121315253,0.949989922994501,-5.178913549,0.000127083,0,1
19,2000-03-14,453.1991934266183,0.9552106508146316,-3.78120758,0.000435114,0,2
20,2000-03-15,453.1991934266183,0.9601498736716018,-3.881352093,3.744616942,1,0
21,2000-03-16,453.1991934266183,0.9648061359537646,-5.799587117,3.753714383,1,0
22,2000-03-17,489.3249460085605,0.9691780654392536,-5.609533922,2.162087406,1,0
23,2000-03-18,491.6031466218362,0.9732643737003824,-9.056208818,2.415587082,1,0
24,2000-03-19,482.1648869382657,0.9770638564833508,-8.356546935,0.000601113,0,1
25,2000-03-20,482.1648869382657,0.9805753940631428,-2.555491629,6.785132609,1,0
26,2000-03-21,482.1648869382657,0.9837979515735163,-3.745902706,13.30052918,1,0
27,2000-03-22,482.1648869382657,0.9867305793119814,-4.113540912,2.055842612,1,0
28,2000-03-23,477.9339429421824,0.9893724130196828,-3.467264635,0.502077634,1,0
29,2000-03-24,477.9339429421824,0.9917226741361016,-2.90191858,0.002502493,0,1
30,2000-03-25,462.6374531101888,0.9937806700284983,-2.147887432,0.890232153,1,0
31,2000-03-26,461.8238100340189,0.9955457941960382,-0.974653777,1.73364344,1,0
32,2000-03-27,432.3699306766695,0.9970175264485268,-0.211584564,0.023638263,0,1
33,2000-03-28,432.3699306766695,0.998195433059714,-0.999288436,4.971895184,1,0
34,2000-03-29,453.1991934266183,0.9990791668951152,-1.886059374,6.341567821,1,0
35,2000-03-30,453.1991934266183,0.999668467514313,-3.296439382,5.543140348,1,0
36,2000-03-31,453.1991934266183,0.99996316124771,-4.111771882,9.018356408,1,0
37,2000-04-01,453.1991934266183,0.99996316124771,-5.292160442,4.810492656,1,0
38,2000-04-02,453.1991934266183,0.999668467514313,-5.753289327,0.312461971,1,0
39,2000-04-03,501.8550493815765,0.9990791668951152,-4.176498977,2.279172546,1,0
40,2000-04-04,410.88975346578496,0.998195433059714,-1.639305523,0.001281499,0,1
41,2000-04-05,424.3962285302048,0.9970175264485268,1.887204034,0.00986947,0,2
42,2000-04-06,414.9579688466344,0.9955457941960382,2.178623801,0.375410593,1,0
43,2000-04-07,372.1603430400991,0.9937806700284983,1.534361445,0.001281499,0,1
44,2000-04-08,372.1603430400991,0.9917226741361016,-0.334800433,0.0,0,2
45,2000-04-09,331.47818923160554,0.9893724130196828,1.86227683,0.065894553,0,3
46,2000-04-10,341.404634760878,0.9867305793119816,0.928849576,0.048321949,0,4
47,2000-04-11,328.874531387862,0.9837979515735163,0.37123718,5.123783683,1,0
48,2000-04-12,328.874531387862,0.980575394063143,0.435450258,0.766145972,1,0
49,2000-04-13,328.874531387862,0.9770638564833508,2.06402245,0.001813721,0,1
50,2000-04-14,322.36538677850297,0.9732643737003824,1.362331762,0.166376005,1,0
51,2000-04-15,322.36538677850297,0.9691780654392536,-1.269462095,7.321147919,1,0
52,2000-04-16,320.57537201092924,0.9648061359537646,-1.231330319,0.135798959,1,0
53,2000-04-17,297.7933658781729,0.9601498736716018,1.68643604,0.000864267,0,1
54,2000-04-18,275.17408836065044,0.9552106508146316,0.95427202,1.147655404,1,0
55,2000-04-19,275.17408836065044,0.949989922994501,-4.077472032,0.675440123,1,0
56,2000-04-20,237.5837782416024,0.9444892287836611,-1.772820392,0.014400124,0,1
57,2000-04-21,237.5837782416024,0.9387101892619444,2.566628261,0.000942582,0,2
58,2000-04-22,237.5837782416024,0.9326545075388224,0.658351566,4.194276912,1,0
59,2000-04-23,236.44467793496457,0.926323968251495,1.384029637,2.695681185,1,0
60,2000-04-24,234.3292059369229,0.9197204370389468,1.155260821,0.407868923,1,0
61,2000-04-25,234.3292059369229,0.9128458599921356,0.834568983,0.002574361,0,1
62,2000-04-26,234.3292059369229,0.9057022630804716,3.734572209,0.000426173,0,2
63,2000-04-27,234.3292059369229,0.8982917515547528,5.340203951,0.057927972,0,3
