dia_sen,temperatura,precipitacion,precipitacion_bool,area_nieve,dias_sin_precip
0.90501618198408,0.35381195825577033,8.595927546863438e-06,0,0.0,0.030303030303030304
0.9099896780749668,0.3785929206131369,2.3360482505276436e-05,0,38.45325257975486,0.06060606060606061
0.9148423483258944,0.4060474147951302,7.774660583787314e-06,0,375.3134494692793,0.09090909090909091
0.9195727626326663,0.40609324259347074,1.5731824937147098e-05,0,422.1366529260155,0.12121212121212122
0.924179526920474,0.4192854067378672,4.051583684508882e-05,0,437.9061255927919,0.15151515151515152
0.9286612835547368,0.4173738060232635,0.000859243862230052,0,437.6635183209953,0.18181818181818182
0.933016711741204,0.43412958867717344,2.3360482505276436e-05,0,437.6635183209953,0.21212121212121213
0.9372445279151977,0.3885321428512629,7.938913976402539e-06,0,440.3321983107575,0.24242424242424243
0.9413434861198858,0.3972933216452056,2.3542986274848906e-05,0,440.3321983107575,0.2727272727272727
0.9453123783734717,0.4292738467370455,3.157315213603768e-05,0,437.9061255927919,0.30303030303030304
0.9491500350251909,0.40963807155515697,7.938913976402539e-06,0,440.9387164902489,0.33333333333333337
0.9528553251000138,0.4113083764680589,1.5549321167574628e-05,0,433.175283792759,0.36363636363636365
0.9564271566319482,0.4338153984404388,2.6645550357580933e-05,0,435.11614196713145,0.3939393939393939
0.9598644769858469,0.45492025151288285,7.154147767240907e-05,0,435.11614196713145,0.42424242424242425
0.9631662731676247,0.4473320567555503,0.0,0,435.11614196713145,0.4545454545454546
0.9663315721227919,0.46123209133437626,2.3360482505276436e-05,0,416.1927747669997,0.48484848484848486
0.9693594410232177,0.4860362673888038,0.000832875370845059,0,402.7280711822906,0.5151515151515151
0.972248987542039,0.4493599867984369,7.774660583787314e-06,0,397.9972293822577,0.5454545454545454
0.9749993601166347,0.35609421438019917,0.059272525487334894,1,397.9972293822577,0.0
0.9776097481995822,0.3717005134890352,0.009652190232720993,1,398.2398366540542,0.0
0.9800793824975325,0.38988389659692846,3.350971788534814e-05,0,393.1450839463265,0.030303030303030304
0.982407535197922,0.4045489936188581,0.010643353039205836,1,393.1450839463265,0.0
0.9845935201834641,0.3952015138738153,3.2663320153201884e-05,0,393.1450839463265,0.030303030303030304
0.9866366932343501,0.419584022064714,0.0017062877307221004,0,392.4172621309368,0.06060606060606061
0.9885364522181037,0.36850538512702535,0.0464548305676085,1,387.2012057873107,0.0
0.9902922372670324,0.36454137306081336,0.007131492424550129,1,380.0442912693122,0.0
0.9919035309432236,0.3898410354032964,0.012312710785397786,1,379.8016839975156,0.0
0.9933698583910352,0.35304713762085815,0.18032977868320121,1,381.7425421718881,0.0
0.9946907874770377,0.31245915488216536,0.010726309215146158,1,380.5295058129053,0.0
0.9958659289173668,0.3343689370431272,0.0008615047736786468,0,380.5295058129053,0.030303030303030304
0.996894936392446,0.34381710563615164,0.004474292381957691,1,378.1034330949397,0.0
0.9977775066490493,0.3552764848126235,6.254424258663274e-05,0,378.1034330949397,0.030303030303030304
0.9985133795896711,0.40076088428528805,1.5768325691061592e-05,0,378.1034330949397,0.06060606060606061
0.9991023383491782,0.3495725823526775,3.79607840710742e-05,0,386.47338397192107,0.09090909090909091
0.9995442093587209,0.3091571298970254,0.0030700501601645964,1,386.47338397192107,0.0
0.9998388623968847,0.3416044762714818,0.0031761520116734055,1,386.47338397192107,0.0
0.9999862106280667,0.3683774444958504,0.000886858434602555,0,459.25556551088926,0.030303030303030304
0.9999862106280667,0.39416543275423294,6.09562590372057e-05,0,459.0129582390927,0.06060606060606061
0.9998388623968847,0.3246333187133371,0.26739820015198557,1,459.0129582390927,0.0
0.9995442093587209,0.255576157433338,0.07770401290737616,1,459.0129582390927,0.0
0.9991023383491782,0.2512864798930242,0.08428396709578363,1,459.0129582390927,0.0
0.9985133795896711,0.25445635042108206,0.006054954756167574,1,458.8916546031944,0.0
0.9977775066490493,0.35351253804518096,7.940994519375664e-06,0,458.4064400596013,0.030303030303030304
0.996894936392446,0.4496365357997919,0.015782973717363133,1,446.5186837415698,0.0
0.9958659289173668,0.3947119675458861,0.2876234994932905,1,433.6604983363521,0.0
0.9946907874770377,0.3610920868039886,0.21249209510928885,1,433.6604983363521,0.0
0.9933698583910353,0.3481889190004447,0.034834650028010186,1,433.6604983363521,0.0
0.9919035309432236,0.2994936664676044,0.01630751654342194,1,433.6604983363521,0.0
0.9902922372670324,0.3584073467823454,2.6876563629105768e-05,0,433.2965874286572,0.030303030303030304
0.9885364522181037,0.3555284492802725,0.00018847093107279066,0,433.2965874286572,0.06060606060606061
0.9866366932343501,0.34815610917020023,0.09200623070132367,1,433.2965874286572,0.0
0.9845935201834641,0.3724873734742691,0.054664210002161505,1,431.477032890183,0.0
0.982407535197922,0.3385101765026682,0.3974931141318615,1,431.477032890183,0.0
0.9800793824975325,0.3050350955412656,0.009270382418570316,1,431.477032890183,0.0
0.9776097481995822,0.35699010908204687,0.002367452823931727,1,431.477032890183,0.0
0.9749993601166347,0.42471710806821084,0.00815877756338326,1,431.477032890183,0.0
0.972248987542039,0.4863831766532102,3.132883433971101e-05,0,426.260976546557,0.030303030303030304
0.9693594410232177,0.5202197313958685,7.774660583787314e-06,0,404.0624111771717,0.06060606060606061
0.9663315721227919,0.4377682205144158,0.03574506573893275,1,401.3937311874095,0.0
0.9631662731676248,0.34542070903207545,0.0042816738702175965,1,401.3937311874095,0.0
0.9598644769858471,0.443653922451524,2.3399520061587986e-05,0,401.3937311874095,0.030303030303030304
0.9564271566319482,0.4873219695669234,4.6903468780125335e-05,0,401.3937311874095,0.06060606060606061
0.9528553251000139,0.42461125069463457,0.022153157671515714,1,401.3937311874095,0.0
0.9491500350251909,0.2847697720962099,0.07946426107138833,1,401.3937311874095,0.0
0.9453123783734718,0.29983106259935083,0.00363918265396251,1,401.3937311874095,0.0
0.9413434861198859,0.3767032817263661,0.003452379624839842,1,401.3937311874095,0.0
0.9372445279151977,0.4197302093372923,0.12333214370319513,1,401.3937311874095,0.0
0.933016711741204,0.36482424216469195,0.1976548123987012,1,399.9380875566302,0.0
0.928661283554737,0.4382328707800077,0.00034412483731764546,0,399.9380875566302,0.030303030303030304
0.924179526920474,0.5386702931886906,0.03728990930281352,1,392.5385657668351,0.0
